P(bar),alt(km),T(K),H2O,CH4,CO,N2O,O3,O2,CO2,N2,MMW
0.0068864,34.66,199.662,1.4553199758832605e-05,0.00010310560943996495,9.65862077354587e-07,1.731947441142565e-09,3.666267990492156e-06,0.023813732129535043,0.015592324608624133,0.9683173113312222,28.23992952138585
0.0075852,34.08,200.088,1.3984025392000313e-05,0.00010860108608524229,1.0901651795068884e-06,2.60271880005496e-09,4.134691952161033e-06,0.023813732129535043,0.015592324608624133,0.9560458668419806,28.242807894925825
0.0083517,33.51,200.55700000000002,1.3424664376320303e-05,0.00011854528191955354,1.2224229841032284e-06,3.833313034550978e-09,4.731343702219709e-06,0.023813732129535043,0.015592324608624133,0.970742418706626,28.23904869066738
0.009192299999999999,32.94,201.06799999999998,1.339522432286346e-05,0.0001284894777538649,1.3588023961835273e-06,5.452515974677333e-09,5.186683195685544e-06,0.023813732129535043,0.015592324608624133,0.9753684519878251,28.23774387869966
0.010114,32.37,201.646,1.339522432286346e-05,0.0001344211033392436,1.4968151860445061e-06,7.755382378412596e-09,5.513794900761576e-06,0.023813732129535043,0.015592324608624133,0.9723321153218824,28.238340478392335
0.011123,31.79,202.327,1.339522432286346e-05,0.00014288239277721027,1.6364002928345497e-06,1.0821073278385157e-08,5.715295711088411e-06,0.023813732129535043,0.015592324608624133,0.9630221700161673,28.24039271482548
0.012229,31.22,203.09900000000002,1.369943820858417e-05,0.00015282658861152161,1.7701693535083419e-06,1.4623201663718888e-08,5.9455823514619365e-06,0.023813732129535043,0.015592324608624133,0.9641830848368285,28.239896076494524
0.013439,30.65,203.93,1.4258799224264182e-05,0.00016277078444583293,1.8983971418981463e-06,1.9358470706399512e-08,6.123531119023296e-06,0.023813732129535043,0.015592324608624133,0.9731652237502072,28.23753147089609
0.014763,30.08,204.797,1.4815929932864133e-05,0.00017138670850801735,2.01785298385492e-06,2.5160341982098056e-08,6.123531119023296e-06,0.023813732129535043,0.015592324608624133,0.9746095603628732,28.23699807615108
0.016212,29.51,205.679,1.530882779755824e-05,0.00017683113590235097,2.123670182056934e-06,3.206171747648336e-08,6.107584423400839e-06,0.023813732129535043,0.015592324608624133,0.9703590242223036,28.237879580593734
0.017797,28.94,206.553,1.530882779755824e-05,0.0001869307097965734,2.211157740915636e-06,4.039386593921688e-08,5.9560908149875036e-06,0.023813732129535043,0.015592324608624133,0.9579246593717943,28.240649843144258
0.019529,28.37,207.399,1.58500489823204e-05,0.00019191875027915325,2.269941784579695e-06,4.8477954692267743e-08,5.809107383113852e-06,0.023813732129535043,0.015592324608624133,0.9707798547218317,28.23744525028249
0.021421,27.8,208.205,1.64079231266137e-05,0.0002009774315987133,2.3024062666034502e-06,5.77875538187316e-08,5.5373469435270485e-06,0.023813732129535043,0.015592324608624133,0.97608250094426,28.235990742739578
